#,Name,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Strong Against,Weak Against,Other,evol_level,evol_cond
535,Tympole,Water,,294,50,50,40,50,40,64,5,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,25,None
536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,FALSE,"Fire, Ground, Rock, Electric, Fire, Poison, Rock, Steel","Electric, Grass, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",36,None
537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,FALSE,"Fire, Ground, Rock, Electric, Fire, Poison, Rock, Steel","Electric, Grass, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",#N/A,#N/A
538,Throh,Fighting,,465,120,100,85,30,85,45,5,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,#N/A,#N/A
539,Sawk,Fighting,,465,75,125,75,30,75,85,5,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,#N/A,#N/A
540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,FALSE,"Dark, Grass, Psychic, Ground, Rock, Water","Fire, Flying, Rock, Bug, Fire, Flying, Ice, Poison","nan, nan",20,None
541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,FALSE,"Dark, Grass, Psychic, Ground, Rock, Water","Fire, Flying, Rock, Bug, Fire, Flying, Ice, Poison","nan, nan",#N/A,#N/A
542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,FALSE,"Dark, Grass, Psychic, Ground, Rock, Water","Fire, Flying, Rock, Bug, Fire, Flying, Ice, Poison","nan, nan",#N/A,#N/A
543,Venipede,Bug,Poison,260,30,45,59,30,39,57,5,FALSE,"Dark, Grass, Psychic, Fairy, Grass","Fire, Flying, Rock, Ground, Psychic","nan, Not Effective Against Steel",22,None
544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,FALSE,"Dark, Grass, Psychic, Fairy, Grass","Fire, Flying, Rock, Ground, Psychic","nan, Not Effective Against Steel",30,None
545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,FALSE,"Dark, Grass, Psychic, Fairy, Grass","Fire, Flying, Rock, Ground, Psychic","nan, Not Effective Against Steel",#N/A,#N/A
546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,FALSE,"Ground, Rock, Water, Dark, Dragon, Fighting","Bug, Fire, Flying, Ice, Poison, Poison, Steel","nan, Immune to Dragon",#N/A,#N/A
547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,FALSE,"Ground, Rock, Water, Dark, Dragon, Fighting","Bug, Fire, Flying, Ice, Poison, Poison, Steel","nan, Immune to Dragon",#N/A,#N/A
548,Petilil,Grass,,280,45,35,50,70,50,30,5,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A
549,Lilligant,Grass,,480,70,60,75,110,75,90,5,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A
550,Basculin,Water,,460,70,92,65,80,55,98,5,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A
551,Sandile,Ground,Dark,292,50,72,35,35,35,65,5,FALSE,"Electric, Fire, Poison, Rock, Steel, Ghost, Psychic","Grass, Ice, Water, Bug, Fairy, Fight","Immune to Electric; Not Effective Against Flying, Immunce to Psychic",29,None
552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,FALSE,"Electric, Fire, Poison, Rock, Steel, Ghost, Psychic","Grass, Ice, Water, Bug, Fairy, Fight","Immune to Electric; Not Effective Against Flying, Immunce to Psychic",40,None
553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,FALSE,"Electric, Fire, Poison, Rock, Steel, Ghost, Psychic","Grass, Ice, Water, Bug, Fairy, Fight","Immune to Electric; Not Effective Against Flying, Immunce to Psychic",#N/A,#N/A
554,Darumaka,Fire,,315,70,90,45,15,45,50,5,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,35,None
555,DarmanitanStandard Mode,Fire,,480,105,140,55,30,55,95,5,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,#N/A,#N/A
555,DarmanitanZen Mode,Fire,Psychic,540,105,30,105,140,105,55,5,FALSE,"Bug, Grass, Ice, Steel, Fight, Poison","Ground, Rock, Water, Bug, Dark, Ghost","nan, Not Effective Against Dark",#N/A,#N/A
556,Maractus,Grass,,461,75,86,67,106,67,60,5,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A
557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,FALSE,"Dark, Grass, Psychic, Bug, Fire, Flying, Ice","Fire, Flying, Rock, Fight, Grass, Ground, Steel, Water","nan, nan",34,None
558,Crustle,Bug,Rock,475,70,95,125,65,75,45,5,FALSE,"Dark, Grass, Psychic, Bug, Fire, Flying, Ice","Fire, Flying, Rock, Fight, Grass, Ground, Steel, Water","nan, nan",#N/A,#N/A
559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,FALSE,"Ghost, Psychic, Dark, Ice, Normal, Rock, Steel","Bug, Fairy, Fight, Fairy, Flying, Psychic","Immunce to Psychic, Not Effective Against Ghost",39,None
560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,FALSE,"Ghost, Psychic, Dark, Ice, Normal, Rock, Steel","Bug, Fairy, Fight, Fairy, Flying, Psychic","Immunce to Psychic, Not Effective Against Ghost",#N/A,#N/A
561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,FALSE,"Fight, Poison, Bug, Fighting, Grass","Bug, Dark, Ghost, Electric, Ice, Rock","Not Effective Against Dark, Immune to Ground",#N/A,#N/A
562,Yamask,Ghost,,303,38,30,85,55,65,30,5,FALSE,"Ghost, Psychic","Dark, Ghost","Immune to fight, Normal; Not Effective Against Normal",34,None
563,Cofagrigus,Ghost,,483,58,50,145,95,105,30,5,FALSE,"Ghost, Psychic","Dark, Ghost","Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A
564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,FALSE,"Fire, Ground, Rock, Bug, Fire, Flying, Ice","Electric, Grass, Fight, Grass, Ground, Steel, Water","nan, nan",37,None
565,Carracosta,Water,Rock,495,74,108,133,83,65,32,5,FALSE,"Fire, Ground, Rock, Bug, Fire, Flying, Ice","Electric, Grass, Fight, Grass, Ground, Steel, Water","nan, nan",#N/A,#N/A
566,Archen,Rock,Flying,401,55,112,45,74,45,70,5,FALSE,"Bug, Fire, Flying, Ice, Bug, Fighting, Grass","Fight, Grass, Ground, Steel, Water, Electric, Ice, Rock","nan, Immune to Ground",37,None
567,Archeops,Rock,Flying,567,75,140,65,112,65,110,5,FALSE,"Bug, Fire, Flying, Ice, Bug, Fighting, Grass","Fight, Grass, Ground, Steel, Water, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A
568,Trubbish,Poison,,329,50,50,62,40,62,65,5,FALSE,"Fairy, Grass","Ground, Psychic",Not Effective Against Steel,36,None
569,Garbodor,Poison,,474,80,95,82,60,82,75,5,FALSE,"Fairy, Grass","Ground, Psychic",Not Effective Against Steel,#N/A,#N/A
570,Zorua,Dark,,330,40,65,40,80,40,65,5,FALSE,"Ghost, Psychic","Bug, Fairy, Fight",Immunce to Psychic,30,None
571,Zoroark,Dark,,510,60,105,60,120,60,105,5,FALSE,"Ghost, Psychic","Bug, Fairy, Fight",Immunce to Psychic,#N/A,#N/A
572,Minccino,Normal,,300,55,50,40,40,40,75,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
573,Cinccino,Normal,,470,75,95,60,65,60,115,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
574,Gothita,Psychic,,290,45,30,50,55,65,45,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,32,None
575,Gothorita,Psychic,,390,60,45,70,75,85,55,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,41,None
576,Gothitelle,Psychic,,490,70,55,95,95,110,65,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A
577,Solosis,Psychic,,290,45,30,40,105,50,20,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,32,None
578,Duosion,Psychic,,370,65,40,50,125,60,30,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,41,None
579,Reuniclus,Psychic,,490,110,65,75,125,85,30,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A
580,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,FALSE,"Fire, Ground, Rock, Bug, Fighting, Grass","Electric, Grass, Electric, Ice, Rock","nan, Immune to Ground",35,None
581,Swanna,Water,Flying,473,75,87,63,87,63,98,5,FALSE,"Fire, Ground, Rock, Bug, Fighting, Grass","Electric, Grass, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A
582,Vanillite,Ice,,305,36,50,50,65,60,44,5,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,35,None
583,Vanillish,Ice,,395,51,65,65,80,75,59,5,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,47,None
584,Vanilluxe,Ice,,535,71,95,85,110,95,79,5,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,#N/A,#N/A
585,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,FALSE,"None, Ground, Rock, Water","Fighting, Bug, Fire, Flying, Ice, Poison","Immune to Ghost; Not Effective Against Ghost, nan",34,None
586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,FALSE,"None, Ground, Rock, Water","Fighting, Bug, Fire, Flying, Ice, Poison","Immune to Ghost; Not Effective Against Ghost, nan",#N/A,#N/A
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,FALSE,"Flying, Water, Bug, Fighting, Grass","Ground, Electric, Ice, Rock","Not Effective Against Ground, Immune to Ground",#N/A,#N/A
588,Karrablast,Bug,,315,50,75,45,40,45,60,5,FALSE,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,#N/A,#N/A
589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,5,FALSE,"Dark, Grass, Psychic, Fairy, Ice, Rock","Fire, Flying, Rock, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A
590,Foongus,Grass,Poison,294,69,55,45,55,55,15,5,FALSE,"Ground, Rock, Water, Fairy, Grass","Bug, Fire, Flying, Ice, Poison, Ground, Psychic","nan, Not Effective Against Steel",39,None
591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,FALSE,"Ground, Rock, Water, Fairy, Grass","Bug, Fire, Flying, Ice, Poison, Ground, Psychic","nan, Not Effective Against Steel",#N/A,#N/A
592,Frillish,Water,Ghost,335,55,40,50,65,85,40,5,FALSE,"Fire, Ground, Rock, Ghost, Psychic","Electric, Grass, Dark, Ghost","nan, Immune to fight, Normal; Not Effective Against Normal",40,None
593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,5,FALSE,"Fire, Ground, Rock, Ghost, Psychic","Electric, Grass, Dark, Ghost","nan, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A
594,Alomomola,Water,,470,165,75,80,40,45,65,5,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A
595,Joltik,Bug,Electric,319,50,47,50,57,50,65,5,FALSE,"Dark, Grass, Psychic, Flying, Water","Fire, Flying, Rock, Ground","nan, Not Effective Against Ground",36,None
596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,5,FALSE,"Dark, Grass, Psychic, Flying, Water","Fire, Flying, Rock, Ground","nan, Not Effective Against Ground",#N/A,#N/A
597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,5,FALSE,"Ground, Rock, Water, Fairy, Ice, Rock","Bug, Fire, Flying, Ice, Poison, Fight, Fire, Ground","nan, Immune to Poison",40,None
598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,5,FALSE,"Ground, Rock, Water, Fairy, Ice, Rock","Bug, Fire, Flying, Ice, Poison, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A
599,Klink,Steel,,300,40,55,70,45,60,30,5,FALSE,"Fairy, Ice, Rock","Fight, Fire, Ground",Immune to Poison,38,None
600,Klang,Steel,,440,60,80,95,70,85,50,5,FALSE,"Fairy, Ice, Rock","Fight, Fire, Ground",Immune to Poison,49,None
601,Klinklang,Steel,,520,60,100,115,70,85,90,5,FALSE,"Fairy, Ice, Rock","Fight, Fire, Ground",Immune to Poison,#N/A,#N/A
602,Tynamo,Electric,,275,35,55,40,45,40,60,5,FALSE,"Flying, Water",Ground,Not Effective Against Ground,39,None
603,Eelektrik,Electric,,405,65,85,70,75,70,40,5,FALSE,"Flying, Water",Ground,Not Effective Against Ground,#N/A,#N/A
604,Eelektross,Electric,,515,85,115,80,105,80,50,5,FALSE,"Flying, Water",Ground,Not Effective Against Ground,#N/A,#N/A
605,Elgyem,Psychic,,335,55,55,55,85,55,30,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,42,None
606,Beheeyem,Psychic,,485,75,75,75,125,95,40,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A
607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,5,FALSE,"Ghost, Psychic, Bug, Grass, Ice, Steel","Dark, Ghost, Ground, Rock, Water","Immune to fight, Normal; Not Effective Against Normal, nan",41,None
608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,5,FALSE,"Ghost, Psychic, Bug, Grass, Ice, Steel","Dark, Ghost, Ground, Rock, Water","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A
609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,5,FALSE,"Ghost, Psychic, Bug, Grass, Ice, Steel","Dark, Ghost, Ground, Rock, Water","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A
610,Axew,Dragon,,320,46,87,60,30,40,57,5,FALSE,Dragon,"Dragon, Fairy, Ice",Not Effective Against Fairy,38,None
611,Fraxure,Dragon,,410,66,117,70,40,50,67,5,FALSE,Dragon,"Dragon, Fairy, Ice",Not Effective Against Fairy,48,None
612,Haxorus,Dragon,,540,76,147,90,60,70,97,5,FALSE,Dragon,"Dragon, Fairy, Ice",Not Effective Against Fairy,#N/A,#N/A
613,Cubchoo,Ice,,305,55,70,40,60,40,40,5,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,37,None
614,Beartic,Ice,,485,95,110,80,70,80,50,5,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,#N/A,#N/A
615,Cryogonal,Ice,,485,70,50,30,95,135,105,5,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,#N/A,#N/A
616,Shelmet,Bug,,305,50,40,85,40,65,25,5,FALSE,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,#N/A,#N/A
617,Accelgor,Bug,,495,80,70,40,100,60,145,5,FALSE,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,#N/A,#N/A
618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,FALSE,"Electric, Fire, Poison, Rock, Steel, Flying, Water","Grass, Ice, Water, Ground","Immune to Electric; Not Effective Against Flying, Not Effective Against Ground",#N/A,#N/A
619,Mienfoo,Fighting,,350,45,85,50,55,50,65,5,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,50,None
620,Mienshao,Fighting,,510,65,125,60,95,60,105,5,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,#N/A,#N/A
621,Druddigon,Dragon,,485,77,120,90,60,90,48,5,FALSE,Dragon,"Dragon, Fairy, Ice",Not Effective Against Fairy,#N/A,#N/A
622,Golett,Ground,Ghost,303,59,74,50,35,50,35,5,FALSE,"Electric, Fire, Poison, Rock, Steel, Ghost, Psychic","Grass, Ice, Water, Dark, Ghost","Immune to Electric; Not Effective Against Flying, Immune to fight, Normal; Not Effective Against Normal",43,None
623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,5,FALSE,"Electric, Fire, Poison, Rock, Steel, Ghost, Psychic","Grass, Ice, Water, Dark, Ghost","Immune to Electric; Not Effective Against Flying, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A
624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,5,FALSE,"Ghost, Psychic, Fairy, Ice, Rock","Bug, Fairy, Fight, Fight, Fire, Ground","Immunce to Psychic, Immune to Poison",52,None
625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,5,FALSE,"Ghost, Psychic, Fairy, Ice, Rock","Bug, Fairy, Fight, Fight, Fire, Ground","Immunce to Psychic, Immune to Poison",#N/A,#N/A
626,Bouffalant,Normal,,490,95,110,95,40,95,55,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,5,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",54,None
628,Braviary,Normal,Flying,510,100,123,75,57,75,80,5,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",#N/A,#N/A
629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,FALSE,"Ghost, Psychic, Bug, Fighting, Grass","Bug, Fairy, Fight, Electric, Ice, Rock","Immunce to Psychic, Immune to Ground",54,None
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,FALSE,"Ghost, Psychic, Bug, Fighting, Grass","Bug, Fairy, Fight, Electric, Ice, Rock","Immunce to Psychic, Immune to Ground",#N/A,#N/A
631,Heatmor,Fire,,484,85,97,66,105,66,65,5,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,#N/A,#N/A
632,Durant,Bug,Steel,484,58,109,112,48,48,109,5,FALSE,"Dark, Grass, Psychic, Fairy, Ice, Rock","Fire, Flying, Rock, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A
633,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,FALSE,"Ghost, Psychic, Dragon","Bug, Fairy, Fight, Dragon, Fairy, Ice","Immunce to Psychic, Not Effective Against Fairy",50,None
634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,FALSE,"Ghost, Psychic, Dragon","Bug, Fairy, Fight, Dragon, Fairy, Ice","Immunce to Psychic, Not Effective Against Fairy",64,None
635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,FALSE,"Ghost, Psychic, Dragon","Bug, Fairy, Fight, Dragon, Fairy, Ice","Immunce to Psychic, Not Effective Against Fairy",#N/A,#N/A
636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,FALSE,"Dark, Grass, Psychic, Bug, Grass, Ice, Steel","Fire, Flying, Rock, Ground, Rock, Water","nan, nan",59,None
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,FALSE,"Dark, Grass, Psychic, Bug, Grass, Ice, Steel","Fire, Flying, Rock, Ground, Rock, Water","nan, nan",#N/A,#N/A
638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,TRUE,"Fairy, Ice, Rock, Dark, Ice, Normal, Rock, Steel","Fight, Fire, Ground, Fairy, Flying, Psychic","Immune to Poison, Not Effective Against Ghost",#N/A,#N/A
639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,TRUE,"Bug, Fire, Flying, Ice, Dark, Ice, Normal, Rock, Steel","Fight, Grass, Ground, Steel, Water, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",#N/A,#N/A
640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,TRUE,"Ground, Rock, Water, Dark, Ice, Normal, Rock, Steel","Bug, Fire, Flying, Ice, Poison, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",#N/A,#N/A
641,TornadusIncarnate Forme,Flying,,580,79,115,70,125,80,111,5,TRUE,"Bug, Fighting, Grass","Electric, Ice, Rock",Immune to Ground,#N/A,#N/A
641,TornadusTherian Forme,Flying,,580,79,100,80,110,90,121,5,TRUE,"Bug, Fighting, Grass","Electric, Ice, Rock",Immune to Ground,#N/A,#N/A
642,ThundurusIncarnate Forme,Electric,Flying,580,79,115,70,125,80,111,5,TRUE,"Flying, Water, Bug, Fighting, Grass","Ground, Electric, Ice, Rock","Not Effective Against Ground, Immune to Ground",#N/A,#N/A
642,ThundurusTherian Forme,Electric,Flying,580,79,105,70,145,80,101,5,TRUE,"Flying, Water, Bug, Fighting, Grass","Ground, Electric, Ice, Rock","Not Effective Against Ground, Immune to Ground",#N/A,#N/A
643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,TRUE,"Dragon, Bug, Grass, Ice, Steel","Dragon, Fairy, Ice, Ground, Rock, Water","Not Effective Against Fairy, nan",#N/A,#N/A
644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,TRUE,"Dragon, Flying, Water","Dragon, Fairy, Ice, Ground","Not Effective Against Fairy, Not Effective Against Ground",#N/A,#N/A
645,LandorusIncarnate Forme,Ground,Flying,600,89,125,90,115,80,101,5,TRUE,"Electric, Fire, Poison, Rock, Steel, Bug, Fighting, Grass","Grass, Ice, Water, Electric, Ice, Rock","Immune to Electric; Not Effective Against Flying, Immune to Ground",#N/A,#N/A
645,LandorusTherian Forme,Ground,Flying,600,89,145,90,105,80,91,5,TRUE,"Electric, Fire, Poison, Rock, Steel, Bug, Fighting, Grass","Grass, Ice, Water, Electric, Ice, Rock","Immune to Electric; Not Effective Against Flying, Immune to Ground",#N/A,#N/A
646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,TRUE,"Dragon, Dragon, Flying, Grass, Ground","Dragon, Fairy, Ice, Fighting, Fire, Rock, Steel","Not Effective Against Fairy, nan",#N/A,#N/A
646,KyuremBlack Kyurem,Dragon,Ice,700,125,170,100,120,90,95,5,TRUE,"Dragon, Dragon, Flying, Grass, Ground","Dragon, Fairy, Ice, Fighting, Fire, Rock, Steel","Not Effective Against Fairy, nan",#N/A,#N/A
646,KyuremWhite Kyurem,Dragon,Ice,700,125,120,90,170,100,95,5,TRUE,"Dragon, Dragon, Flying, Grass, Ground","Dragon, Fairy, Ice, Fighting, Fire, Rock, Steel","Not Effective Against Fairy, nan",#N/A,#N/A
647,KeldeoOrdinary Forme,Water,Fighting,580,91,72,90,129,90,108,5,FALSE,"Fire, Ground, Rock, Dark, Ice, Normal, Rock, Steel","Electric, Grass, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",#N/A,#N/A
647,KeldeoResolute Forme,Water,Fighting,580,91,72,90,129,90,108,5,FALSE,"Fire, Ground, Rock, Dark, Ice, Normal, Rock, Steel","Electric, Grass, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",#N/A,#N/A
648,MeloettaAria Forme,Normal,Psychic,600,100,77,77,128,128,90,5,FALSE,"None, Fight, Poison","Fighting, Bug, Dark, Ghost","Immune to Ghost; Not Effective Against Ghost, Not Effective Against Dark",#N/A,#N/A
648,MeloettaPirouette Forme,Normal,Fighting,600,100,128,90,77,77,128,5,FALSE,"None, Dark, Ice, Normal, Rock, Steel","Fighting, Fairy, Flying, Psychic","Immune to Ghost; Not Effective Against Ghost, Not Effective Against Ghost",#N/A,#N/A
649,Genesect,Bug,Steel,600,71,120,95,120,95,99,5,FALSE,"Dark, Grass, Psychic, Fairy, Ice, Rock","Fire, Flying, Rock, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A
650,Chespin,Grass,,313,56,61,65,48,45,38,6,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,16,None
651,Quilladin,Grass,,405,61,78,95,56,58,57,6,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,36,None
652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,FALSE,"Ground, Rock, Water, Dark, Ice, Normal, Rock, Steel","Bug, Fire, Flying, Ice, Poison, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",#N/A,#N/A
653,Fennekin,Fire,,307,40,45,40,62,60,60,6,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,16,None
654,Braixen,Fire,,409,59,59,58,90,70,73,6,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,36,None
655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,6,FALSE,"Bug, Grass, Ice, Steel, Fight, Poison","Ground, Rock, Water, Bug, Dark, Ghost","nan, Not Effective Against Dark",#N/A,#N/A
656,Froakie,Water,,314,41,56,40,62,44,71,6,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,16,None
657,Frogadier,Water,,405,54,63,52,83,56,97,6,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,36,None
658,Greninja,Water,Dark,530,72,95,67,103,71,122,6,FALSE,"Fire, Ground, Rock, Ghost, Psychic","Electric, Grass, Bug, Fairy, Fight","nan, Immunce to Psychic",#N/A,#N/A
659,Bunnelby,Normal,,237,38,36,38,32,36,57,6,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,20,None
660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,6,FALSE,"None, Electric, Fire, Poison, Rock, Steel","Fighting, Grass, Ice, Water","Immune to Ghost; Not Effective Against Ghost, Immune to Electric; Not Effective Against Flying",#N/A,#N/A
661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,6,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",17,None
662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,FALSE,"Bug, Grass, Ice, Steel, Bug, Fighting, Grass","Ground, Rock, Water, Electric, Ice, Rock","nan, Immune to Ground",35,None
663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,FALSE,"Bug, Grass, Ice, Steel, Bug, Fighting, Grass","Ground, Rock, Water, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A
664,Scatterbug,Bug,,200,38,35,40,27,25,35,6,FALSE,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,9,None
665,Spewpa,Bug,,213,45,22,60,27,30,29,6,FALSE,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,12,None
666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,6,FALSE,"Dark, Grass, Psychic, Bug, Fighting, Grass","Fire, Flying, Rock, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A
667,Litleo,Fire,Normal,369,62,50,58,73,54,72,6,FALSE,"Bug, Grass, Ice, Steel, None","Ground, Rock, Water, Fighting","nan, Immune to Ghost; Not Effective Against Ghost",35,None
668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,6,FALSE,"Bug, Grass, Ice, Steel, None","Ground, Rock, Water, Fighting","nan, Immune to Ghost; Not Effective Against Ghost",#N/A,#N/A
669,Flab?b?,Fairy,,303,44,38,39,61,79,42,6,FALSE,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A
670,Floette,Fairy,,371,54,45,47,75,98,52,6,FALSE,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A
